11LU013	11LU016	11LU022	11LU035	C3L-00001	C3L-00009	C3L-00080	C3L-00083	C3L-00093	C3L-00094	C3L-00095	C3L-00140	C3L-00144	C3L-00263	C3L-00279	C3L-00368	C3L-00412	C3L-00422	C3L-00510	C3L-00604	C3L-00893	C3L-00913	C3L-00973	C3L-01330	C3L-01632	C3L-01682	C3L-01683	C3L-01862	C3L-01889	C3L-01890	C3L-01924	C3L-02219	C3L-02345	C3L-02348	C3L-02350	C3L-02365	C3L-02508	C3L-02549	C3N-00167	C3N-00169	C3N-00175	C3N-00180	C3N-00199	C3N-00203	C3N-00217	C3N-00223	C3N-00293	C3N-00294	C3N-00433	C3N-00546	C3N-00547	C3N-00549	C3N-00550	C3N-00551	C3N-00552	C3N-00556	C3N-00559	C3N-00560	C3N-00572	C3N-00574	C3N-00578	C3N-00579	C3N-00580	C3N-00704	C3N-00737	C3N-00738	C3N-00959	C3N-01016	C3N-01021	C3N-01023	C3N-01024	C3N-01030	C3N-01071	C3N-01072	C3N-01074	C3N-01405	C3N-01410	C3N-01413	C3N-01414	C3N-01415	C3N-01416	C3N-01488	C3N-01489	C3N-01799	C3N-01823	C3N-01842	C3N-02000	C3N-02002	C3N-02003	C3N-02067	C3N-02087	C3N-02089	C3N-02145	C3N-02149	C3N-02155	C3N-02158	C3N-02379	C3N-02380	C3N-02421	C3N-02422	C3N-02423	C3N-02424	C3N-02433	C3N-02529	C3N-02572	C3N-02582	C3N-02586	C3N-02587	C3N-02588	C3N-02729
TBPL1	0.493359315426	0.537813966017	0.485342065023333	0.407673315045	0.471912868191333	0.4834363849	0.442007512787333	0.413609382077	0.445671234973333	0.450830609366667	0.453962613383333	0.43939646941	0.49016702831	0.53832799002	0.511935464906667	0.470418063583333	0.443037281143333	0.506751697153333	0.461243827656667	0.4973146027	0.51741447154	0.397558325688667	0.478281681451333	0.484083405266667	0.44954497347	0.484604366150333	0.45894131584	0.48104474912	0.49134781399	0.472368428598667	0.51756000577	0.503568096043333	0.439453677704333	0.482547085716667	0.488020998012667	0.48487756117	0.490033890926667	0.428577103616667	0.55106342558	0.488714845376667	0.474115220856667	0.32527302127	0.42932764257	0.477951726046667	0.434847656269667	0.463119363933333	0.514156853393333	0.499892582553333	0.462727852403333	0.452307663871	0.42155001161	0.365776782516667	0.4314460819	0.409732946433333	0.474762189433333	0.506075929753333	0.480557151516667	0.410525466556667	0.513032382543333	0.449625781994	0.530149005023333	0.49762374806	0.46729582197	0.52750441493	0.458563365533333	0.438368987436667	0.413548558233333	0.463067253971033	0.499492853753333	0.433474728097333	0.444233642646667	0.51086460538	0.4284277728	0.428972289263333	0.46241364917	0.48169020832	0.417752508393333	0.503588142673333	0.489676487156667	0.47202370571	0.44042793441	0.527490433242333	0.480560155088333	0.517916776063333	0.381215019650667	0.47890647536	0.469514557837567	0.454849226686667	0.448558850996667	0.507447967553333	0.431090364904	0.459899557043333	0.491794519685667	0.510560979545333	0.50155017771	0.452804927889333	0.521338523053333	0.496908643946667	0.501703161533333	0.560475557066667	0.499419927823333	0.45811835492	0.482266933244667	0.4954267236	0.495300834951333	0.50444264369	0.460576905563333	0.4888774971	0.492843351166667	0.457577371723333
MEF2C	0.379267671798333	0.329819361593333	0.404556052388333	0.393209432076667	0.461270785993333	0.48537220467	0.404733020880667	0.541831088766667	0.445436704731667	0.397973408376667	0.489914874533333	0.422740594163333	0.385488746996667	0.457388938566667	0.444397252766667	0.54428150778	0.494834779316667	0.482813896033333	0.582634094333333	0.381142544066667	0.5598406629	0.480986400736667	0.486401958286667	0.550665233233333	0.440454600976667	0.563330451236667	0.393487369763667	0.427191707146667	0.524177852666667	0.53067168134	0.450643030933333	0.568460638066667	0.481108094733333	0.56892392536	0.619033954046333	0.37147224498	0.512722671813333	0.516029001566667	0.549503101663333	0.41180864452	0.548932888236667	0.5437252693	0.458250313863333	0.3498485333935	0.52387652416	0.585873609766667	0.49354153594	0.276852792805	0.41048008428794	0.355697320413333	0.433296835750667	0.42003830852	0.350606076553333	0.410641230213333	0.253606174805	0.374552985766667	0.493855388406667	0.481897773026667	0.503623220746667	0.41310312988	0.440081390296667	0.426003781006667	0.24520765108	0.525165294996667	0.544285529536667	0.6541574249	0.59416277139	0.543101886196667	0.49540760936	0.350549492806667	0.40360419864	0.32226630869	0.366347485072667	0.324544811046667	0.469481170604667	0.43365948155	0.417111016733333	0.469637219863333	0.47932992211	0.346121964831667	0.422670265203	0.418827446683333	0.334800103333333	0.556780215756667	0.364484699523667	0.514198186356667	0.623107586996667	0.60700885847	0.342910577392333	0.580313033383333	0.405655509883333	0.319404136666667	0.485499554213667	0.3766719576	0.312122728746667	0.490173754496667	0.44632891058	0.532281124356667	0.47722030371	0.588741629816667	0.298776845992333	0.346969379778	0.462704889536667	0.416525083826667	0.411317133399	0.482885297156667	0.448980592608333	0.46620738766	0.393987103606667	0.456880046349
POU4F2	0.442971754036667	0.451106207443333	0.491190048515	0.51602900804	0.47686220061	0.493852764913333	0.398167851443333	0.493805768446667	0.484509739758333	0.51576058312	0.450392241716	0.3980024257	0.427709105007	0.403520044396567	0.454778109829333	0.411132011614333	0.475280860029333	0.5234325183	0.503110817866667	0.391855314036667	0.437754071866667	0.450742009903	0.448301843579667	0.482289593236667	0.496204429513333	0.430980873376333	0.477265183776667	0.532621518996667	0.435759951208083	0.411092545565667	0.468018077183333	0.505942665046667	0.45150303692	0.458042935246667	0.41803497088	0.4374655135797	0.551567253174	0.43833381545	0.5075942276	0.452853624383333	0.441012294573333	0.448415084513667	0.457540487113333	0.47122717856	0.457520166663333	0.454813788694667	0.456638579846667	0.486160513524333	0.470892730933333	0.4243621668	0.510318100795	0.386655524673333	0.432082999686667	0.453470082752667	0.505791613526667	0.50508072805	0.445377646833333	0.411671178592	0.458224077421667	0.421453615445333	0.472503477723333	0.414304114053333	0.44541093473	0.537419013766667	0.42307053289	0.475997317562	0.473837250403333	0.518983354449	0.461514551566667	0.472950038315667	0.44698912767	0.4284456991	0.421234494976667	0.454342118806667	0.46716962756	0.504614221173333	0.447089013883333	0.464789910856667	0.51233618312	0.494688992088667	0.43835129463	0.4461804693	0.511671643186667	0.48520583682	0.471194646533333	0.480611663533333	0.4413090714	0.454036698141333	0.515202978406667	0.509974328513333	0.422110226682333	0.509266969027667	0.478139218843333	0.464748534369667	0.4287132323	0.4724810006	0.498233947526667	0.446786037040667	0.445448626453333	0.437815726618	0.455534419921	0.511685179271667	0.484967575624667	0.466437753373333	0.51574649976	0.44199026685	0.444531434028	0.509982642379027	0.51659786729	0.532840077073333
TAL1	0.405493335756667	0.478984794603333	0.490871249214667	0.542876772443333	0.41862507695	0.447686067743333	0.526131862033333	0.480837703716667	0.469537963166667	0.427563497766667	0.521768108014667	0.509269096383333	0.43694269366	0.454316749058333	0.4680990398	0.437727682083333	0.439949090723333	0.548191229554	0.388585606207	0.404915433168667	0.41281181262	0.495885810583667	0.4549810859459	0.379306425544333	0.380821124796667	0.444825767391667	0.470004339204	0.420954117513333	0.409571616736667	0.38983086556	0.462961452356667	0.43435792752	0.534946409963333	0.383485099113333	0.462166367906667	0.478919254173333	0.434811382796667	0.469647626455333	0.38944045532	0.50625052694	0.476380887458333	0.42799052686	0.43025158922	0.592896209433333	0.451068626633333	0.47272086991	0.41957487018	0.5416831023	0.448696203758667	0.523913788089	0.462893570890667	0.367709494882667	0.456493688863333	0.489143662015333	0.473412251152	0.483280278778667	0.49147177659	0.55817713259	0.449585656483333	0.455764875686	0.498532774651333	0.36982225055	0.527929541588667	0.483872165256667	0.449282446497667	0.459888608406	0.531021462693333	0.532374058406667	0.444350787596667	0.520493385415667	0.479837264793667	0.505551625596667	0.442276130387	0.496469216936667	0.420286876253333	0.425646133283667	0.46866266853	0.513717540313333	0.443240052696667	0.481705162696667	0.416330998973	0.4817143126	0.535006616537	0.380499617258333	0.478117013496667	0.512155456453333	0.489577368633333	0.453801733627	0.487469849866667	0.431724660443333	0.498646925093333	0.459348771333333	0.413975787196667	0.455342047003333	0.51360938407	0.458183197123667	0.498876684699667	0.427551885179	0.4881795755381	0.418807262788333	0.420507731896667	0.54263138693	0.389344398473333	0.467755500176667	0.441341737749667	0.454789928575667	0.432816375726667	0.466594546386333	0.447502087353333	0.45580038396
EPAS1	0.50295860101	0.581655570166667	0.42077154296	0.581866222533333	0.22065036218	0.58153205801	0.523567765453	0.537718309133333	0.565116966533333	0.477996084615	0.41118023871	0.333444975697667	0.46149859164	0.460444941593333	0.544923472233333	0.452290945830667	0.44259383276	0.56355740308	0.240934510188	0.467252994773333	0.31465865353	0.423824187333333	0.419901712176667	0.213207224446667	0.50640018993	0.342539542018333	0.444778060343333	0.414777434763333	0.318606403239	0.287520374610333	0.533697087783333	0.460357176168333	0.587911584	0.284937399884667	0.240858172586333	0.51150936919	0.356660974146667	0.38566068656	0.361102004114	0.514529306826667	0.54956911775	0.609766056273333	0.601134061536667	0.58300267993	0.42322374272	0.275460138876667	0.305964539480333	0.618546442243333	0.416885548917	0.453879657346333	0.441119320433333	0.60379157728	0.50507442503	0.594759784429333	0.400760783656667	0.541732695716667	0.3715806173	0.460342102406667	0.39890466421	0.525149432499	0.428739670366667	0.412698788213333	0.6033983649	0.54350452647	0.423608760478667	0.416279878873333	0.36197121615	0.572874931296667	0.462956393233333	0.512256020913333	0.489970556626667	0.5305608137	0.408440150853333	0.532820135436667	0.42044335171	0.390427954072333	0.564656664663333	0.382240560766667	0.54909213735	0.304548461966667	0.452587332643333	0.452061095786667	0.52405017271	0.33510909484	0.3921163178182	0.452424010713333	0.363243838385	0.261561011643333	0.504774464323333	0.45716891369	0.479038409596667	0.413228889376667	0.458036656543333	0.50316218574	0.51800188241	0.295392473136667	0.625827367033333	0.24769731866	0.482473957983333	0.515334005816667	0.605928087706667	0.450654422636667	0.327458005393	0.387316728807333	0.577639519027	0.362623680237667	0.414126559715333	0.366306992678	0.51635088449	0.39061173819
SMARCA1	0.461615828173667	0.434810034126	0.474381182446667	0.5067313429	0.48118442392	0.45498512113	0.499313557576667	0.491975306518667	0.418043285716667	0.453569563302667	0.499200618833333	0.375882906456667	0.443118995543333	0.45479508278	0.464052799970333	0.442188774113333	0.454054863613333	0.373322114698333	0.53758851579	0.388511815228	0.4763393893	0.419514849566667	0.462349165976667	0.506397748512	0.447188659378333	0.557641759396667	0.517134473351333	0.391257772593333	0.42331280179	0.443671729453333	0.450716531691	0.4801340396	0.410651250486	0.460765834817667	0.466303667166667	0.465306275904333	0.403773806694	0.399400175216667	0.4579047081	0.445647822802667	0.467198059043667	0.404274522	0.504824044226667	0.500626450956667	0.4515936536	0.442519682696667	0.485866654326667	0.418706589143333	0.46097077797	0.43475747307	0.409855595042667	0.422400045686667	0.411364833153833	0.448590368076667	0.460610302383333	0.399836534776667	0.5230648134	0.475038993053333	0.563725011258333	0.47050307243	0.469621715934667	0.506537331163333	0.43955983081	0.47225021463	0.433159283426667	0.506500168166667	0.467829643150667	0.480652933513333	0.457895175546667	0.415602270693333	0.505911969333333	0.51346157847	0.458657902283333	0.440088716404667	0.416935806586667	0.471958128526667	0.44515576479	0.548581514053333	0.407426783306667	0.451870002093333	0.479987747216667	0.536226972386667	0.48032872789	0.451929649386667	0.391077031642	0.511131589696533	0.521712624283333	0.47798693547	0.47806638113	0.555650018786667	0.467761990863333	0.443976433686667	0.49677632168	0.43410315981	0.43986155693	0.528814823003333	0.474129704576667	0.435645661739333	0.52967898435	0.4314261694	0.424394007393333	0.439874246856467	0.451965473103333	0.495434404591667	0.437211238233333	0.463108355456	0.411103805343333	0.409792975224	0.408584397116667	0.532723279473667
NFATC4	0.48997732878	0.499314310156667	0.54536824609	0.41542504032	0.518593901783333	0.4589079559978	0.408935271736667	0.4655085321	0.440601382073333	0.542244953073333	0.498352569836	0.378895894976667	0.444100428302333	0.423637102065333	0.452468403452	0.451045873883667	0.447789135157333	0.425571953383333	0.4958519496	0.476526809536667	0.377306645716333	0.441816302103333	0.349175827728	0.400354233830333	0.4651083281	0.4861201557	0.434724349873333	0.43786409581	0.366810506609333	0.486740076523333	0.457339540796667	0.444182227653333	0.488104695433333	0.476151514316333	0.34571304935	0.474731297286667	0.402367860168	0.314661708305667	0.42942415439	0.514236139756667	0.566715419606667	0.512850996785667	0.46619516956	0.476343663213333	0.512820066066667	0.420972321142333	0.451315384416667	0.550247315566667	0.488892733303333	0.464275624066667	0.554185899126667	0.426485522331333	0.457200866223333	0.53264057666	0.536707561083333	0.490184379083333	0.468499807094667	0.486542496226667	0.400819183276333	0.371011594693333	0.37737905139	0.505989066166667	0.473865176153333	0.453993720066667	0.40362628104	0.482334427407667	0.34671816959	0.5682762948	0.467289596063333	0.5573983042	0.51995185293	0.470294803613333	0.381211635363333	0.501529853423667	0.412488420944333	0.431639720364	0.502864230676667	0.478839455	0.46944856849	0.57832425659	0.44565611068	0.418603316466667	0.482929839133333	0.401337445336667	0.422662854483333	0.520707582006667	0.510816468034	0.434470632826667	0.425739537286333	0.427367725980333	0.46320926946	0.510589862703333	0.49325718915	0.5061430627	0.454236352433333	0.41891459663	0.503724683173333	0.414941936761667	0.464892811866667	0.386873176454667	0.5010375514369	0.462463006539333	0.427763660066667	0.445184491537333	0.5052302374	0.444923783713333	0.470833769173333	0.421000280636333	0.485398194026667	0.471691506146667
FOXM1	0.406330892773333	0.474015494706667	0.535192717633333	0.5854550468	0.34213464129	0.448662055	0.47071486789	0.444398870353333	0.458277191331	0.54596996948	0.341501115296667	0.356794975883333	0.5598073187	0.45619177951	0.409728007433333	0.3110449606	0.399889131126667	0.402964174505	0.423784274606667	0.387605205106	0.332105807147	0.5698203361	0.351840160630667	0.311366263120333	0.451924137686667	0.35769300622	0.421421082433333	0.537138349166667	0.254383366737	0.330731964166667	0.48904700103	0.365489812943333	0.382840559213333	0.30548496173	0.274896878423333	0.49327900699	0.371253594356667	0.376804551136667	0.389078350793333	0.374907022203333	0.46612956267	0.428713052440667	0.359746479772	0.53378871603	0.472987138114667	0.309395258143333	0.339701245742	0.691104241366667	0.501186505573333	0.50789768202	0.494804473093333	0.664255550353333	0.471780424123333	0.564638525343333	0.485007196337133	0.605583181186667	0.358828368586667	0.52317177278	0.3100357978	0.452787616496667	0.39636338298	0.42952703127	0.689555757366667	0.388161356743333	0.343733586454	0.306583921128333	0.313062248361667	0.505120566123333	0.38706827218	0.543795023066667	0.6420141604	0.542626285246667	0.51507832753	0.40334457017	0.526463840553333	0.535569885956667	0.48608901961	0.299653261385333	0.558241369330667	0.509100738923333	0.443265524683667	0.43072697525	0.582354650166667	0.330431455506667	0.396210173033333	0.439519976256667	0.28232194403	0.301130902772333	0.567345607979667	0.370494360716667	0.460398690569667	0.690206894266667	0.288437577346667	0.49196718704	0.462648311275333	0.41370575331	0.58264240938	0.257200101876667	0.450696437093333	0.344349416472	0.565870779383333	0.58632480026	0.302771386723333	0.447043210026667	0.409426848093333	0.36646428043	0.349971548216667	0.312778240428667	0.486819699133333	0.31005453157
MYF5	0.415922154396667	0.432860403166667	0.490942722201	0.525052867923333	0.472547394996667	0.467217709552	0.449997643847	0.55266071031	0.442927717518333	0.43927984472	0.433749617304333	0.46180709648	0.413971158750333	0.49272497879	0.504143639923333	0.521369960928667	0.413870275633333	0.46761498237	0.442300409106667	0.496231792416667	0.52417608157	0.46672451761	0.439242138063333	0.530637638216667	0.461374837225333	0.448488919696667	0.445528379963	0.403061888214333	0.465769122866667	0.488728110236667	0.509939572198333	0.550428021979667	0.410749292038333	0.499834691936667	0.490226185826567	0.5336879173	0.486569881353333	0.407789277543333	0.492233151196667	0.472115622673333	0.453143760533333	0.455274300196667	0.487167050663333	0.481755464666667	0.47819515412	0.47062330043	0.511334909966667	0.382926963309	0.462323490026667	0.450459435622333	0.478622224333333	0.404080594553333	0.414856653436	0.469827328098333	0.382136614659	0.447969096728667	0.452319880157333	0.397334898977667	0.485023705615333	0.447910651700667	0.430775043136667	0.491480674311333	0.527786749316333	0.50327549666	0.421864977751667	0.510593303859667	0.412827132833333	0.444222730075667	0.44602274237	0.456279422636667	0.446556993246667	0.522759354723	0.492179889869667	0.413317851174333	0.469398680233333	0.42981020469	0.509368639683333	0.435448458813333	0.482810563966667	0.491831847943	0.419129498116667	0.395843922163333	0.448899375707567	0.458985210223333	0.414819856443333	0.435469074373333	0.519716179267	0.511652167234667	0.484077129562	0.474721927056667	0.50253717968	0.3688060448	0.496597906987	0.491734214025667	0.363420990773333	0.463724300653333	0.461278394533333	0.453849050466667	0.47204285447	0.447578405389533	0.425499329105333	0.454239694402667	0.490645542650333	0.5106888056	0.489628237446667	0.504806205663333	0.50155563573	0.510981703227333	0.46255195349	0.49501967807
MYOG	0.4281760485407	0.436306047243333	0.465498294733333	0.470671480098	0.50900740355	0.491570931546667	0.316605066196667	0.537449543529667	0.45997817565	0.470305320499333	0.451220111763333	0.44474299388	0.469910366338333	0.324770973663333	0.44389890407	0.52268671237	0.433050131823333	0.475663427516667	0.447873991936667	0.53418577942	0.58200148068	0.318988324736667	0.4274216363	0.500749200676667	0.457295881233333	0.521003992293333	0.43916698255	0.407724384384	0.501598620173333	0.53007040602	0.53463559562	0.489458430616667	0.347543774005667	0.534301665286667	0.48633430646	0.457221489396667	0.510435812613333	0.372497380486667	0.570557614826667	0.479550999316667	0.47224944797	0.39724847206	0.477767105066667	0.4427775776	0.448915553709333	0.538933201966667	0.527867600876667	0.448395302967	0.415814268726333	0.461184334523333	0.389848947843333	0.390878501008667	0.37047141159	0.396677400153667	0.376224474943333	0.443710133535	0.546199836999	0.396033963343333	0.448418967193333	0.41165543774	0.430907252175667	0.474690420236667	0.390471424329	0.48468648996	0.444773705363	0.534276621666667	0.505984062493333	0.416859291129333	0.512623655996667	0.400287823376667	0.40657932907	0.379012130216667	0.417290295138333	0.447731551716667	0.412748017906667	0.469868450108333	0.448614533276667	0.5726078891	0.442471187563333	0.480790392006667	0.521982285543333	0.515431822328	0.51558424326	0.553636221516667	0.417331915446667	0.389176311016333	0.545261954723333	0.63681893885	0.334674351853667	0.568824684566667	0.44051420967	0.25468352572	0.495834386602	0.422948248346667	0.441739204266667	0.463430732006667	0.435649199573333	0.571120127493333	0.4883602465	0.484945246136667	0.361933749166667	0.387933281266667	0.432336857856	0.542510782433333	0.438707465633333	0.483000114333333	0.465610344101667	0.494251278713333	0.472686838551	0.518005013626667
SOX10	0.476157664323333	0.418537666675667	0.457205730313333	0.443281346183333	0.47947300913	0.479919800596667	0.45319329276	0.527403364103333	0.438026341323333	0.420050545746	0.49403910835	0.366412929763333	0.512205858376667	0.49279592649	0.467344476103333	0.458880003786667	0.422392086673333	0.423349139633333	0.454980349016667	0.484806103073333	0.477098728023	0.418644896296667	0.503093314683333	0.44917575136	0.476419378806667	0.429687586543333	0.538677739463333	0.461233997376667	0.446208212807	0.493884251255667	0.393318039373333	0.430835927593333	0.468683777643333	0.438091485052333	0.425295699356667	0.508384289016667	0.482142869476667	0.402440508348	0.411545987586667	0.467419030123333	0.489678343863333	0.496553859173333	0.468398035986667	0.479412924826667	0.485877011774667	0.439343536583333	0.455786251046667	0.508020493023333	0.518690591126667	0.531923824363333	0.446341893226667	0.5791834935	0.424091342806667	0.452487022626667	0.51376355006	0.503474200430333	0.478863531309333	0.479087073166667	0.487444362963333	0.440868833836667	0.489921908979	0.458142458843333	0.490150181206667	0.441596618096667	0.455243109392333	0.481479972578333	0.487523337683333	0.424576941738933	0.464431460733333	0.439346993167333	0.452402199336667	0.503755207047	0.414528773606667	0.488484084853333	0.480053801403333	0.46896790834	0.405640941573333	0.441065015036667	0.391379922053333	0.457372327216667	0.447542883048	0.47455233278	0.437057324396667	0.456224590915667	0.466987825081333	0.482274001466667	0.50790325313	0.524879496606667	0.470049244326667	0.506713266893333	0.508261295256667	0.441859948113333	0.458878024336667	0.500421653143333	0.518570171	0.480637392365667	0.528123895133333	0.50241621278	0.477832191744333	0.493320894516667	0.480574636325	0.519592399	0.44911417423	0.496413000519667	0.4988184377	0.501813445873333	0.445012353343333	0.424615800431167	0.500872374986667	0.395018789723333
POU3F1	0.496688070673333	0.466225930380667	0.50368089459	0.443117277704333	0.453939204702	0.468351277123333	0.487651792323333	0.490691648336667	0.505766134226667	0.503524401407333	0.532505463743333	0.513983855917667	0.519283613353333	0.43858220734	0.37006995731	0.53558541693	0.452145122995333	0.456749255253333	0.4478244647	0.451069839576667	0.469653011633333	0.467192825346667	0.418452828353333	0.45286009228	0.393338481256667	0.480869919433	0.444883084756767	0.419816204113	0.5238426829	0.48811984024	0.4994519351	0.4743695355	0.40872957115	0.451187664953333	0.432042855006667	0.478561320114	0.4648662871421	0.488114053616667	0.504536771883333	0.515531051573333	0.429864143333333	0.555738330602	0.418456493507667	0.457685164873333	0.4703846554	0.40598372043	0.460520481146667	0.469997753996667	0.477342909446667	0.477066040616333	0.5295056583	0.519836581833333	0.464886822823333	0.426547589802667	0.4454902804	0.453390209388667	0.476892761713333	0.520269654305333	0.485228542353333	0.485408354723333	0.461820506497333	0.480644077486667	0.40761929013	0.454614406891	0.481628734617667	0.5153065489	0.454965378643333	0.520224354433333	0.444984984523333	0.500691431776667	0.407053737963	0.47519212601	0.461815669423333	0.432418693515333	0.431023677446667	0.528510565633333	0.52465087431	0.476423092024	0.502397175207	0.469708027086667	0.43366931772	0.47736648525	0.498969246501667	0.445480403370667	0.514303195956667	0.489587484416667	0.441636916252667	0.470585997073333	0.43792924684	0.523718851912333	0.403576446796667	0.51187251554	0.448009839076667	0.468688906767	0.560042339557667	0.495911574033333	0.47491033146	0.489021244056667	0.419177301676667	0.461722490156667	0.45158054678	0.49859377224	0.413890678124667	0.418217024443333	0.411544433745667	0.414953448728667	0.448308612155	0.455572243976667	0.460714967023333	0.467201091216667
NKRF	0.405712158319	0.469390014450667	0.4713318154762	0.486939857706333	0.401034771762333	0.488589378123333	0.411663902550333	0.442060663093	0.48523104375	0.504156675556667	0.470577584373333	0.481037465787667	0.463025009271667	0.4700502623	0.47500751311	0.441916682816667	0.474702649706667	0.514550672486667	0.493906826276667	0.438888357133333	0.475881231116667	0.49381267711	0.53164297648	0.444792220596667	0.463742399163333	0.504840310523333	0.495401070690667	0.481792617587667	0.482534483623333	0.472516050513333	0.420972078449333	0.408495967686667	0.462654345375	0.431595429197667	0.457076481103	0.469428288156667	0.465539436046667	0.524127908991	0.485710248135	0.450940776633333	0.47689324159	0.483877435508667	0.422792717946667	0.44194591982	0.47193350604	0.44081745351	0.477422922906667	0.496445924833333	0.451429672926667	0.51002098721	0.459181563813333	0.497325969816667	0.47065280726	0.451918112700433	0.51009006056	0.452576419572333	0.4605386573382	0.452423537499	0.481369208376667	0.493992145513333	0.460446747915	0.43375387572	0.400380067473333	0.5155315983262	0.466693485263333	0.503111192686	0.45521213966	0.473643408116667	0.468321165227	0.411090644318333	0.442834409546667	0.393399107503	0.468893445533333	0.488966678317333	0.498332324676667	0.461414665916667	0.488147159320333	0.450492624206667	0.472621766666667	0.4763191048	0.44816884202	0.467863206523333	0.50087647391	0.455695447093333	0.477380298321333	0.414974572646333	0.41344686664	0.432199054340333	0.489028988933333	0.45345109109	0.42865796468	0.456031086306667	0.460388743046667	0.46262956287	0.482949549582667	0.45541938284	0.495012382802	0.438898136776667	0.45259164807	0.493509605156667	0.46393392098	0.476233512293333	0.45662412747	0.422939842018667	0.48050881387	0.399637223047333	0.473822895466667	0.4955268174	0.471203664293333	0.427187477629333
ATF6	0.49781193973	0.497420572116667	0.430464962476	0.490564361966667	0.409914958671333	0.388270957063333	0.35476825528	0.527907644433333	0.485057073059067	0.460488318863333	0.481847606854	0.42737493236	0.351420492328	0.406388383243333	0.484944768316667	0.445210989443333	0.4487659448	0.430357671668667	0.465677862456667	0.381571335586667	0.41904469869	0.539483012203333	0.498745572503333	0.379112755643667	0.40144684181	0.466673161566667	0.479029184133333	0.372461258067333	0.399530028869	0.421567220086667	0.50362296034	0.53336496022	0.454037091288333	0.48975440213	0.401957911381	0.447190166111367	0.4125499337	0.458985953945667	0.409818909959667	0.506097422303333	0.54989758991	0.437140046823333	0.430456518366667	0.480301933616667	0.478490971373333	0.434831946724333	0.508375714266667	0.540216474626667	0.48904951919	0.436604374576667	0.44304158082	0.491884766334667	0.477565695426667	0.467659405643333	0.50323730676	0.485880094426667	0.454494439286667	0.427587053823333	0.47577776706	0.521220383159667	0.506831480953333	0.43317553394	0.423548668466667	0.52130373893	0.488448276098667	0.484862868302	0.481739125303333	0.402359560633333	0.460783003653333	0.492822597146667	0.51631789282	0.45713434435	0.493345469666667	0.416409163390333	0.492020017326667	0.482152624613333	0.465009918868	0.517085720623333	0.473327097303333	0.464048927848667	0.49566897334	0.4752114136241	0.452141427766667	0.456015632763333	0.471662789887667	0.55194332707	0.440810848566667	0.385008707778333	0.481803089843333	0.422419431216667	0.502248300966667	0.406825367113	0.466720839635333	0.546163317777667	0.474059161309667	0.441792111843333	0.460479955853667	0.456746943173333	0.47931227319	0.419714124412	0.511663811806667	0.452821193583333	0.508004784806667	0.472201575916667	0.495228856223333	0.497899849546667	0.417627009956333	0.446955024103333	0.511853584041333	0.50936190549
NKX6-1	0.515985413156667	0.48097292539	0.424578852233333	0.464575666936667	0.403010558459667	0.436496414266667	0.4895015095	0.550917713066667	0.450087406743333	0.440740462536667	0.434746732126667	0.417735305642333	0.452532820186667	0.49042927916	0.453898485623333	0.443432674231	0.418280740303333	0.431842490443333	0.48846653574	0.471558389186667	0.446472734266667	0.55856671236	0.490577850769667	0.413687475096667	0.445749518023333	0.423746481201867	0.459903551676333	0.484190054235667	0.42683072468	0.444941841726667	0.451413978183333	0.409837785219667	0.46148693076	0.429476885753333	0.421150452478667	0.450132201203333	0.387193626384667	0.428331477136667	0.47836773894	0.465659826764333	0.407005326114667	0.496608972483333	0.55640140534	0.568068624033333	0.419924292285667	0.424874449476	0.42955060805	0.48196425446	0.454096308003333	0.53889601393	0.5215339074	0.48396151494	0.497415157563333	0.488654262856667	0.435829903753333	0.455052906196667	0.48046904769	0.50582165778	0.469165309366667	0.48898638282	0.461995554514	0.426401758684333	0.41070953904	0.377836115956667	0.529084758666667	0.473523792183333	0.496554400433333	0.518204977283333	0.408597251102	0.436354677116667	0.46100180473	0.485442054696667	0.4873256401	0.495703587026667	0.480028120533333	0.522148548816667	0.50671583996	0.508615997899667	0.471903024562	0.431487903566667	0.485800514856667	0.46577424558	0.4949592891	0.450239621403333	0.50530527989	0.47255075923	0.442076847403333	0.418312594966667	0.468138947376667	0.433184734486667	0.468299913476667	0.5416813016	0.41058552697	0.473651286726667	0.442060276543333	0.471488175366667	0.440435849192667	0.375719440223333	0.41291321892	0.48917574984	0.510426679783333	0.44505913788	0.445343613192333	0.414866778418333	0.49137727512	0.418271382146667	0.432284983573	0.41506183751	0.467948869992	0.41862485869
