11LU013	11LU016	11LU022	11LU035	C3L-00001	C3L-00009	C3L-00080	C3L-00083	C3L-00093	C3L-00094	C3L-00095	C3L-00140	C3L-00144	C3L-00263	C3L-00279	C3L-00368	C3L-00412	C3L-00422	C3L-00510	C3L-00604	C3L-00893	C3L-00913	C3L-00973	C3L-01330	C3L-01632	C3L-01682	C3L-01683	C3L-01862	C3L-01889	C3L-01890	C3L-01924	C3L-02219	C3L-02345	C3L-02348	C3L-02350	C3L-02365	C3L-02508	C3L-02549	C3N-00167	C3N-00169	C3N-00175	C3N-00180	C3N-00199	C3N-00203	C3N-00217	C3N-00223	C3N-00293	C3N-00294	C3N-00433	C3N-00546	C3N-00547	C3N-00549	C3N-00550	C3N-00551	C3N-00552	C3N-00556	C3N-00559	C3N-00560	C3N-00572	C3N-00574	C3N-00578	C3N-00579	C3N-00580	C3N-00704	C3N-00737	C3N-00738	C3N-00959	C3N-01016	C3N-01021	C3N-01023	C3N-01024	C3N-01030	C3N-01071	C3N-01072	C3N-01074	C3N-01405	C3N-01410	C3N-01413	C3N-01414	C3N-01415	C3N-01416	C3N-01488	C3N-01489	C3N-01799	C3N-01823	C3N-01842	C3N-02000	C3N-02002	C3N-02003	C3N-02067	C3N-02087	C3N-02089	C3N-02145	C3N-02149	C3N-02155	C3N-02158	C3N-02379	C3N-02380	C3N-02421	C3N-02422	C3N-02423	C3N-02424	C3N-02433	C3N-02529	C3N-02572	C3N-02582	C3N-02586	C3N-02587	C3N-02588	C3N-02729
TCF4	0.55965401576	0.5059019889	0.511877894206667	0.5318908109	0.426479355279667	0.497905989825	0.460487955214333	0.471461968586667	0.449469366236667	0.541985144736667	0.515792905116667	0.428798364443333	0.49320460939	0.40907335659	0.46485034937	0.35863503706	0.48012250855	0.272236112796667	0.344557744305	0.465346576248333	0.28987784901	0.451734667423333	0.409481912133333	0.288822430163333	0.498673957386667	0.424687528136667	0.430298596754667	0.471895530489333	0.372241440764667	0.416290867927667	0.352907954933333	0.432124570889667	0.541777214153333	0.43050052537	0.435673567036667	0.52370729647	0.374010234163	0.435538811123333	0.389993728966667	0.467772128665333	0.387402460004	0.6516447245	0.44192485774	0.626379850006667	0.527459752838667	0.367521675793333	0.361614756933333	0.488128138523333	0.428051779766667	0.423062303743333	0.488898867513333	0.761064851433333	0.492306731760333	0.45220351722	0.449406716314333	0.55426987205	0.390831039278667	0.477443353413333	0.4146579430546	0.506386910016667	0.447212041983667	0.366615732336667	0.53929622054	0.386524860383333	0.454614173236667	0.445480602153333	0.520224887623333	0.545751046043333	0.39701513861	0.45188062241	0.49801271808	0.448345087783333	0.422021268196667	0.41087186833	0.520535039636667	0.469182127066667	0.463609609746667	0.354659599643333	0.413864826168	0.52182758356	0.43678813338	0.395919788992667	0.432894056106667	0.376092147675667	0.505921775085667	0.63854005701	0.355418077906667	0.25038920785	0.476992872296667	0.29748144123	0.449447173063333	0.712515526	0.50002780399	0.46577107425	0.503284420383333	0.463182607393333	0.522471187843333	0.360706487293333	0.411381718313333	0.364072824235333	0.54580187983	0.572465513353667	0.423555928281767	0.4935686109	0.450752077626667	0.397699659557	0.39457825788	0.32751262545	0.432252569728333	0.411078886903333
E2F4	0.6998260569	0.4260215163	0.671045971666667	0.769227643	0.084869627698	0.239000233133333	0.5904021421	0.069103889508	0.243253893366667	0.803476018333333	0.0702032448233333	0.0281495532833333	0.685405584666667	0.093158581933	0.0792953733566667	0.0596407514566667	0.0679400943466667	0.0572681321896667	0.17443751583	0.304226396733333	0.0351348472933333	0.830002831	0.0768595123166667	0.0586410613553333	0.155010261043333	0.0425414167333333	0.29658905174	0.352312742333333	0.020132479777	0.064009871094	0.152513252933333	0.0760162143966667	0.485124259666667	0.0516287183633333	0.0566443720913333	0.29988625421	0.03604286732	0.07534672316	0.05447083012	0.65689107	0.0809452264706667	0.541398168666667	0.195284923523333	0.94886626	0.230708886453333	0.03710319338	0.0610415158503333	0.915286691333333	0.434084359666667	0.441436597066667	0.255567306733333	0.918021293333333	0.3297975582	0.767435079666667	0.262403213403333	0.742286164666667	0.313337959786667	0.879944301333333	0.151334963153333	0.529315277066667	0.136417913997667	0.700590612666667	0.831759857666667	0.104530903536667	0.628035265666667	0.0287547029286667	0.05668847526	0.510603474	0.0676225066066667	0.518500236516667	0.828498544333333	0.291179806933333	0.851273973333333	0.150112774833333	0.872774037	0.834493886666667	0.3400578854	0.134514635896667	0.140005944083333	0.248857300173333	0.336921830933333	0.329270515	0.284646144146667	0.0808484396066667	0.4862992749	0.275992757033333	0.08880505885	0.0410463936173333	0.850224122666667	0.120857723406667	0.677166645666667	0.94012039	0.0624509797973333	0.175218699703333	0.925990356666667	0.488301500233333	0.820949106666667	0.033057323137	0.04416016931	0.0643656721366667	0.3217713683	0.933019613333333	0.04297368818	0.6478037376	0.226000366036667	0.13733072878	0.0551588923966667	0.04502145193	0.3820737199	0.102259323463333
GATA5	0.468713711066667	0.469420695392667	0.528341580823333	0.404681766156667	0.476898839256667	0.453765062412333	0.47587233867	0.49371840183	0.3788920855	0.3847497342	0.457153048976667	0.52507869124	0.4789014635	0.52597143823	0.41989213368	0.430110953346667	0.40913547271	0.506887619883333	0.428705665978667	0.422149527363333	0.425470762166667	0.511046770751233	0.488726570489667	0.4745597052	0.411896607976667	0.419472213143333	0.452671346103333	0.470022018986667	0.490958079281333	0.476413725233333	0.429954742801667	0.503526242703333	0.44944992651	0.494633703733333	0.44538344244	0.467316647184	0.522538023143333	0.49449766413	0.469139423399333	0.4965691642558	0.488747235536667	0.399911242448667	0.504217483286667	0.431465008393333	0.471759435906667	0.505858397643333	0.471741567703333	0.436663530752	0.478932613006667	0.432352290952333	0.48266344727	0.492447449973333	0.489567820246667	0.460881418573333	0.462217818663333	0.49133160234	0.454191943327	0.496805125583333	0.499294201270667	0.444809111759333	0.449935760536667	0.516531575166667	0.53889570547	0.4833533304	0.479161667033333	0.440908315281667	0.52109176456	0.489514208633333	0.422771589018467	0.436013107327667	0.508268755086667	0.440134384296667	0.428877918885333	0.51187577158	0.46894391162	0.4960040012	0.45356432616	0.456759560195	0.456034684355667	0.413475072278	0.43665950389	0.509753727912667	0.486233800096667	0.47076436482	0.532015100176667	0.435035871433333	0.458728291786667	0.433817171916667	0.485269874053333	0.46546871426	0.461881001843333	0.529936287496667	0.44187714955	0.470457312275333	0.56017398681	0.477711606771333	0.418518562396667	0.54997159575	0.477259220766667	0.435820867193333	0.485106090866667	0.49121544722	0.468593437613333	0.44258362442	0.433187294546667	0.45341769337	0.487831077693333	0.537067587114667	0.46223809637	0.44978160735
SRF	0.5770590034	0.50333788373	0.509559076206667	0.64542631989	0.437923292936667	0.405558709827	0.337767669850333	0.545705455813333	0.50175489327	0.503836453133333	0.563419589873333	0.410665229246667	0.484205425313333	0.488791244876667	0.500096603033333	0.476743403903767	0.499637393054333	0.488489933766667	0.381618178683333	0.393157813761333	0.4266663692411	0.46973037494	0.391562739853333	0.419452770983333	0.5373450216	0.548096071166667	0.562923315066667	0.483987579676667	0.385686103780667	0.52905245827	0.414638438643333	0.414273195714	0.542585302454	0.308105166797333	0.37647286623	0.517222868996667	0.481158001333333	0.467465257302	0.447588697068333	0.450808220976667	0.47635509971	0.485891851896667	0.45255629945	0.601170672723333	0.431754767116667	0.413822308183333	0.413706732714	0.449519719793333	0.451899589173333	0.47955708319	0.424699149181	0.448880195751	0.451070734733	0.571084374506667	0.398625444976667	0.583118272433333	0.381272145323333	0.409280206103333	0.352705912707033	0.511086448146667	0.462865051484667	0.336785206173333	0.494788141786667	0.517215133493333	0.360029785406667	0.505304969143333	0.504537678668667	0.465309303614	0.492221463311	0.357759158653333	0.466378525636667	0.54335569078	0.420535016023667	0.410296047428333	0.599819464416667	0.491353225863333	0.438373190529333	0.454746826906667	0.512338503074333	0.40507839756	0.44840425361	0.542700548873	0.54183233179	0.447147092122	0.43684871637	0.414673119706667	0.431577737737667	0.417622439013	0.514028223566667	0.448494664506667	0.512496266826667	0.484933099066667	0.395583309413333	0.35832188447	0.38523281011	0.26916605584	0.446078574965	0.381703054175667	0.452058030933333	0.479976749963333	0.4471746699722	0.46569001725	0.365001050466667	0.426840235297333	0.415770770048	0.377786370696667	0.42917305215	0.360446451286667	0.388418795691667	0.430808392773333
ELF1	0.448872533994333	0.487273235027333	0.435987487933333	0.456720533176667	0.383436879165	0.418704657096667	0.455936679536	0.543374585416667	0.527188538693333	0.455655423386667	0.511854602503333	0.4063710242	0.44670448261	0.5716478533	0.464137884743333	0.463325320533333	0.451924275019	0.35013932915	0.35236780862	0.521213419533333	0.38515036582	0.51936413681	0.561647839043333	0.382441406506667	0.50832603263	0.50994203956	0.5437698701	0.499827368895	0.319256193636667	0.46517196222	0.449693105736667	0.479815074566667	0.545999094586667	0.457947016766667	0.463926883256667	0.400194728993333	0.454510979846667	0.438583305218667	0.42531095728	0.385388268783333	0.534176657693333	0.339699499326667	0.413518200866667	0.610977721316667	0.46222079655	0.48884934151	0.478182930483333	0.458924389533333	0.527363638100333	0.445208512737667	0.475057204598333	0.352805412403333	0.41708800768	0.539459869733333	0.423545277846667	0.551345804846667	0.454573419868333	0.393929982340667	0.468346101916667	0.504456298375333	0.442845834091	0.461551469826667	0.523764983716667	0.406872049141333	0.492772590576667	0.527843786776667	0.497746048233333	0.46715129162	0.449465478076667	0.500619951246667	0.516612255933333	0.552797399795333	0.517041379333333	0.515912570896667	0.44356483086	0.54342645937	0.471952020173333	0.452915260443333	0.46136073024	0.472652229046667	0.492911452966667	0.48164471732	0.533338747863333	0.484250816346667	0.460725370966667	0.3579040425117	0.476417970082	0.409533811533333	0.563426923966667	0.482989897693333	0.49291173321	0.5858975376	0.437386270829067	0.512807607513333	0.39025199547	0.44477172291	0.51915677888	0.440411803343333	0.48876561716	0.368385080956667	0.504962939916667	0.55584838691	0.451673608399567	0.47397519892	0.400800741616667	0.393929601936667	0.411325674633333	0.489968146366667	0.40244072841	0.441452701256667
GATA3	0.554927499419333	0.5139125933385	0.584096129274	0.429129338376667	0.480246449046667	0.474645644333333	0.537698007923333	0.357973025093333	0.39899409831	0.597790811083333	0.41038030419	0.477993239426667	0.450159662653333	0.400333735126667	0.491084460199333	0.46137645083	0.431063691942333	0.392081136873333	0.371553464083333	0.458195288651333	0.41206935082	0.362405128708333	0.4156540898	0.32809830832	0.50224523826	0.438501943546333	0.47044201799	0.461725182834	0.4727009145644	0.482501013783333	0.352915178114333	0.433525747366667	0.583937527466667	0.515369961206667	0.368849196346667	0.478645831933333	0.39716926673	0.398796855216667	0.324012445236667	0.527813949466667	0.464005727146667	0.594674899633333	0.44683741513	0.500295437803333	0.484909213203333	0.44760151599	0.483548206900333	0.58616656317	0.390961527463333	0.484489120646667	0.546180436624333	0.494578522466667	0.455919081606667	0.530092080372333	0.42332727662	0.482564092666667	0.402862054087667	0.471712811316667	0.4555519333701	0.507239644066667	0.402922630986667	0.382428973363333	0.568591981213333	0.404738191933333	0.4977811446235	0.407991754186	0.401386209389	0.556822202256667	0.416108065915333	0.483226365286667	0.418032597272	0.463321384883333	0.349658227163667	0.396071172801667	0.572433129766667	0.425256971698367	0.457886371059	0.46912970508	0.6012368106	0.415942926814667	0.413531508922667	0.47115691097	0.471931863683333	0.375660695836667	0.564404713523333	0.658222165366667	0.399193701823333	0.346465053336667	0.321935762872667	0.3206000357	0.412889209686667	0.442812641247333	0.422475732563333	0.497139512503333	0.60229075008	0.440471223803333	0.382452595423333	0.353364192086667	0.420932931933333	0.42002871185	0.455153006454333	0.435723777656667	0.366657969787	0.473258224682	0.455258444723333	0.378753725446667	0.427681857063333	0.339557349723333	0.436683611503333	0.389799926916667
OTX2	0.4996650888	0.381168394236667	0.465056466500333	0.440266258273333	0.449073650922333	0.447625355761333	0.487716969911	0.53161137139	0.446058423887	0.472268213996	0.519257361903333	0.403429946496667	0.474497534973333	0.496875292134333	0.44446946627	0.48465936469	0.551830982903333	0.469821403646667	0.478446848643333	0.433904782546667	0.530641845866667	0.516346029054333	0.4830813481	0.514713189733333	0.485244676563333	0.49275313857	0.42763035275	0.518157690063333	0.468376987874	0.532389089503333	0.473627394736667	0.4871386836703	0.545368829516667	0.515604861706667	0.486987386343333	0.451630281775667	0.4749529919	0.5272279929	0.51490077045	0.397660524266667	0.438530279024333	0.42041557027	0.427588967636667	0.444997361006667	0.456219975216667	0.443631813717333	0.480465218740333	0.455567121613333	0.465056184943667	0.463806548054333	0.441934619403333	0.482867326563333	0.446049274693333	0.338289657189	0.4476374722	0.408187302463333	0.411719603103333	0.4417555703	0.44891878907	0.491030526263333	0.448844874320333	0.457662066326667	0.408719021845667	0.467130491692	0.480052868763333	0.515254738926667	0.517252926	0.406557609409667	0.486707306610333	0.40604564799	0.449687200913333	0.447390530953333	0.41365060057	0.432547069075	0.456915513174	0.455828843743333	0.465124519220333	0.419443845753333	0.448515367373333	0.433198461176667	0.43488807171	0.489222091116667	0.422335461207	0.453623128466667	0.426720547686667	0.4374185789	0.474601420493333	0.545271918639333	0.454515389082167	0.489413181516667	0.39207014344	0.482686995603333	0.45427154093	0.413819599916667	0.439579171	0.508946459196667	0.445923555986667	0.485822966223333	0.466189640626667	0.437731500492	0.41172737174	0.411221185013333	0.460342367126667	0.431583269366667	0.419328411743333	0.48610749026	0.459662248383333	0.499607229243333	0.42662605069	0.45884997294
LHX2	0.470021965159	0.553015598666667	0.49211400731	0.499716512446667	0.438111767054	0.471632945213	0.454711354381	0.485666492844	0.38503949024	0.463963032021367	0.445716441336	0.479937539736667	0.512441368913333	0.499597734413333	0.500397791753333	0.36810379669	0.49310793555	0.548443365809	0.36046164986	0.40896197218	0.363764200858667	0.57607956705	0.397406645513333	0.402618195656667	0.425862919971467	0.44573411251	0.425576211066333	0.511212545928	0.441105146309	0.45748309312	0.390097258772	0.45890954494	0.488271040983667	0.458593334734667	0.406437552353333	0.41108907352	0.376333815736667	0.458177762886667	0.385498674683333	0.49052641816	0.3821585774	0.511806988098333	0.471012863896133	0.4774630584	0.449523142233	0.356367996446667	0.376649800592333	0.527818307269667	0.413376217340667	0.56873788993	0.471361459556667	0.46143847071	0.522328724433333	0.50184520782	0.540528123343333	0.484856161523333	0.443224254476	0.576896869576667	0.435262811903333	0.498163378243333	0.50743210477	0.475288498766333	0.549754935873333	0.38892746116	0.45641275656	0.471431616676667	0.376346671140333	0.494364688643333	0.430757656113333	0.550231946613333	0.455511252653333	0.43724041452	0.477659079296667	0.516441350196667	0.5015488701	0.458603466644	0.468583474345333	0.481731122413333	0.4320427482	0.39610994244	0.431829907386667	0.47781010994	0.453750678143333	0.39834252703	0.50453961319	0.46016628075	0.469228418123333	0.426446720425	0.508711653206667	0.41465022183	0.490230483266667	0.452790090497	0.420405293586667	0.44746173879	0.482524413556	0.410223677353333	0.47868057633	0.3705156095	0.377803391552	0.451531748903333	0.42519334569	0.53099405043	0.406570320494667	0.45229248667	0.486272767533333	0.416713067566667	0.535767778621667	0.552878795076667	0.475871836536667	0.370934999396667
GABPA	0.486976273256667	0.482814748056667	0.444559414876667	0.42239566781	0.502557329146667	0.390052367813333	0.414532405236667	0.507102226669667	0.50837364053	0.508455999451667	0.430355902313333	0.493667465411	0.522188876766667	0.42433190329	0.480137926111333	0.459673688596667	0.426606768204667	0.566954157333333	0.496661522873333	0.49123471589	0.5221486867	0.480917254414	0.4514537931	0.451950928866667	0.472507607566667	0.538740029953333	0.473479221806333	0.543137074066667	0.457256022743333	0.490313196573333	0.532123877666667	0.405929582446667	0.452441070263333	0.459206536526667	0.453820834493333	0.439148686725333	0.424013207496667	0.388035570009667	0.507864288436667	0.454808490660333	0.51891296636	0.362613770828667	0.497188418498333	0.449096669509333	0.410247573326667	0.43300341252	0.47296434726	0.461685900577667	0.426980242860167	0.45656720182	0.47845456568	0.374588091643333	0.509755212106667	0.43199549364	0.470181936633333	0.478205917713333	0.569572226006667	0.435597612838333	0.46666264496	0.477171623896667	0.462258144063333	0.471536747666667	0.454593546806667	0.424650716923333	0.418500399843	0.513635534306667	0.421183707956333	0.4422100101288	0.46414367779	0.45089074446	0.45429322537	0.419470673261	0.471116350900333	0.502187641326667	0.443943492548333	0.397571144758667	0.44755607428	0.477264421333333	0.498696233846667	0.486532320694667	0.475263265073333	0.500191483136667	0.453121648705	0.488290410943333	0.406724977566667	0.456928724852333	0.501340112603	0.47722401438	0.469360764493333	0.486206380554667	0.48206036016	0.44615283338	0.382029298950667	0.4030617769367	0.49246489026	0.432672316095667	0.48366999648	0.45670734764	0.440584361323333	0.527131649173333	0.518150388468	0.45648193109	0.49052065821	0.47319270536	0.492249216466667	0.51527093608	0.46306246407	0.55971453625	0.452556255902	0.480878882896667
HSF2	0.442789695827333	0.4764101669	0.425099564356667	0.477797378093333	0.43580840931	0.455703131283333	0.499185117006667	0.510268906833333	0.450098058212	0.428200472013	0.522875804877	0.513238273963333	0.441264159806667	0.461668797413667	0.48054189439	0.487325922406667	0.494831137863333	0.498289975453333	0.4942060745	0.467621650604667	0.452514969835667	0.5154253876	0.432773957006667	0.476122493596667	0.41278526916	0.50714385739	0.465938397182333	0.443814805143333	0.467580282392	0.502406549574767	0.484727143933333	0.459154445972	0.482993481448267	0.469384513433333	0.450787211226667	0.47792762341	0.503265210633333	0.499791769118667	0.43408884896	0.461002325992667	0.469070612418333	0.496406988479667	0.5344171794	0.421239215273333	0.420823239999333	0.448257031438333	0.468974725893667	0.452153397896667	0.411830304616667	0.47476197429	0.436284176406667	0.500794879182667	0.47159860261	0.478091441271333	0.454396214416667	0.463508787406667	0.485929227310333	0.45374575605	0.531018328516667	0.496771579863333	0.486360853066667	0.4490400167	0.43631000337	0.492944283213333	0.473907997599667	0.489101715756	0.462774893467667	0.45911099453	0.506769834982333	0.439969888261	0.51346431949	0.456673971716667	0.415387246426667	0.487717609870333	0.46612391698	0.47180858016	0.447767452913333	0.47573262897	0.517566188891	0.396120347693333	0.480794931183333	0.4722537333	0.492700813966667	0.4809644377	0.471698502899333	0.49074039046	0.474189691213333	0.420105840766667	0.413046291402667	0.450671046373333	0.500352691693333	0.42953968236	0.43150478826	0.462605925033333	0.362246617506667	0.460897923836667	0.418645094220333	0.445926662456667	0.479368772866667	0.408022405442667	0.52856597551	0.410748641375	0.51111942495	0.437342111926667	0.480900795330333	0.405539597736667	0.447759981789	0.469776590787667	0.451768448563333	0.397365979753333
VDR	0.46129685467	0.43103290929	0.37516386167	0.467333019299333	0.452367929674	0.490744896192667	0.389047853356	0.4488852095	0.464805211333333	0.468043942016667	0.463974771993333	0.414491109536667	0.35056282488	0.497907953686667	0.474061380279667	0.453209974402333	0.369882238806667	0.424339735113333	0.337743078390333	0.376198080333333	0.394543505423333	0.4397198452	0.5407510868	0.440091070456667	0.409024099736667	0.439728681866667	0.524070679193333	0.426646921316667	0.360062818203667	0.431503581779	0.476699863598333	0.429181803026667	0.488915095477333	0.451472045091	0.444910879383333	0.383632189387333	0.50358378933	0.51740183182	0.399891894955	0.405843948163333	0.459527378083333	0.43257858136	0.411279183462667	0.473813617646667	0.37669541942	0.484944486953333	0.407269442706667	0.557058610006667	0.534157518586667	0.570500268033333	0.419661035656667	0.410501677746667	0.463682131916667	0.472009828076	0.455150659043333	0.57235394052	0.382240904626667	0.367244601208333	0.447454799240333	0.463822688567	0.486634210783333	0.407436961683667	0.430066981233333	0.339173853553333	0.340523565093333	0.325198668043333	0.54058500997	0.43693569945	0.446088405285333	0.378457311283333	0.510185098613333	0.483850107986667	0.466370361493333	0.505322285946	0.386197696560667	0.401426320662333	0.354887549684	0.473193675463333	0.339734922986667	0.38708870153	0.51758975277	0.56047330902	0.477898095833333	0.393592396348333	0.401717345813333	0.316280856053667	0.410782563473333	0.426140228207667	0.5513289583	0.474801095963333	0.519544334676667	0.395126664786667	0.48867838796	0.388556820966667	0.291939276073333	0.499492053382283	0.468697819153333	0.451915457773333	0.550979721172667	0.55714707859	0.453924937803333	0.502835344996667	0.50382138191	0.399096666267667	0.478384557043333	0.49004244551	0.41199271651	0.44396610533	0.43762204645	0.509564749896667
HR	0.485845856703333	0.632588011856667	0.591917570366667	0.5684396458	0.423791140342333	0.473598551023333	0.360813817946667	0.392817216591333	0.53562163296	0.436303971842333	0.480317470803333	0.378682068336667	0.391394138703667	0.386029773073333	0.506069057369333	0.35744303791	0.322517267427	0.334054587090667	0.36793255194	0.428867945936667	0.23840625465	0.5005867757	0.361591778779	0.236546458886667	0.339110284712333	0.450801869293333	0.488675824356333	0.387443356588333	0.255026897376667	0.282743072592333	0.394607093791333	0.581843652033333	0.54765976994	0.36150374912	0.220673399371333	0.478429213482667	0.270984297407333	0.272456080945	0.394448174193333	0.451503329913333	0.719406136	0.347729461396667	0.273292706149333	0.6841707473	0.431810086038	0.243263819414667	0.293005781514	0.787138051833333	0.600034691943333	0.716826344266667	0.3881715002	0.398901659149333	0.4524546559641	0.490279991360667	0.4697642906	0.745936392966667	0.3597828913	0.363767044677333	0.378287438167167	0.387946633713333	0.452534693083333	0.451682210360667	0.6111533976	0.5389376647	0.237174463818	0.329044632973333	0.324416575796667	0.43279276647	0.377998317936333	0.442035032943333	0.692279555733333	0.586394565143333	0.373328438693333	0.41863180272	0.41566608798	0.51804608041	0.466095113026667	0.311889463609667	0.397587699246667	0.479229581134	0.431535470863333	0.505885292603333	0.55009623782	0.273635960393	0.471770988983333	0.400300929066667	0.329609679400667	0.248064103462	0.611962357956667	0.406905217023333	0.672345163666667	0.534034188733333	0.344092958303333	0.392578477886667	0.506596695943333	0.350456548867333	0.602215310383333	0.250532840688333	0.459663634916667	0.242012286826667	0.690168430006667	0.702079076233333	0.30627556042	0.546629756466667	0.427766314393333	0.461125408806667	0.377919180355	0.40879867293	0.434979341883333	0.357084433819
RELB	0.409447363766667	0.53742105122	0.37731077174	0.525841297906667	0.473834140036667	0.423649123026667	0.450873149596667	0.500185899343333	0.435275935133333	0.497695631173333	0.557197843086667	0.6114712067	0.431119770253667	0.50960868967	0.442283981863333	0.399320930379	0.42203672151	0.5458287311	0.409016365606667	0.47347651369	0.44632704344	0.470737106661333	0.527588907526667	0.418445877773333	0.421316462015233	0.5303777835	0.51870415535	0.46605204333	0.387815023406667	0.406281876556667	0.394946354563333	0.511548603303333	0.408896922217	0.497498250703	0.50383290589	0.393831206605667	0.457551812446667	0.55211022275	0.389246539813333	0.404021273216667	0.428764985696333	0.337897858758	0.395147472383333	0.52758536461	0.40158939144	0.421870108616667	0.45847290368	0.480109260441	0.442677049616667	0.524729438833333	0.431606441406	0.292855700203	0.48372671872	0.435455364462333	0.50743057643	0.454123253243333	0.428786354126667	0.343097551899333	0.512545818216333	0.43756189493	0.496213591893333	0.384112828606667	0.447752193473333	0.4217368965	0.370346143683333	0.449165052823333	0.472539420116667	0.470329053189	0.418749729323333	0.487101858272667	0.440251289733333	0.51589346499	0.437268266618333	0.5163173443	0.47890104084	0.47790950372	0.493343219826667	0.451426341284667	0.369319065597	0.356083952086667	0.439247721103333	0.567511252166667	0.476421123383333	0.524532104545	0.489657600776667	0.393370500058333	0.422908428823333	0.440475422053333	0.545497591333333	0.443540690293333	0.52658988755	0.504451320683333	0.402644928274333	0.40067328785	0.377462164803333	0.433737620476667	0.50536461556	0.342811780383333	0.486010929759333	0.5217869013	0.524791604759	0.537683618373333	0.461006474833333	0.43157453734	0.40866195584	0.370154595357467	0.399793121420667	0.54890831769	0.427721191968667	0.466256465246667
CEBPE	0.382809219506667	0.482757824496667	0.435344070846667	0.479166621003333	0.451194035523333	0.452664957499667	0.5109600391	0.462252157613333	0.477329665236667	0.47351950649	0.518817722863333	0.5706119362	0.45607469183	0.494822154266667	0.530663950373333	0.42805030738	0.502418815033333	0.461108991053333	0.43455424184	0.48124783535	0.43466617374	0.484863038646333	0.456022037003333	0.415349224593667	0.490309732166667	0.412161448046667	0.381045130245	0.5638821097	0.544014382733333	0.536400584043333	0.402235541613333	0.516278153866667	0.407154319463333	0.547951508258667	0.490749745010333	0.495235791114667	0.4543913258	0.559950802906667	0.41017426192	0.495129655426667	0.479660829363333	0.369667379453333	0.476463384433333	0.35804827542	0.52968180625	0.445527995753333	0.435199057266667	0.408383554274	0.488879369763333	0.4731659062	0.461667188564	0.321738121552333	0.502492224233333	0.54523377836	0.526365747662333	0.47300765756	0.4555098218	0.4539872729	0.51696638952	0.521695247023333	0.53473793231	0.489615144943333	0.456042578344	0.41229617658	0.467746190933333	0.47776517529	0.370334451792	0.46269229682	0.486827968063333	0.526106879331	0.484652742323333	0.441427870156667	0.406784710503333	0.4999986687	0.44359573741	0.435598128873	0.48567361539	0.39684689875	0.471798673993333	0.462502412696667	0.470512467706333	0.455187582856667	0.479389466603333	0.451729820433333	0.53568183744	0.464812696943333	0.3909457869	0.387999817503333	0.52347104583	0.484059627886667	0.457295659656667	0.424500704433333	0.40230396955	0.509960255324333	0.50840007229	0.435497231325333	0.4473908554	0.456242776453333	0.4811376522	0.4596858127	0.55605211839	0.487967531986667	0.49833353124	0.45319914603	0.477128908119667	0.453992136626	0.433821231604333	0.523088845896333	0.50766386288	0.477557392863333
LEF1	0.553238278096667	0.493805285433333	0.508811247123333	0.461480547131333	0.548976633043333	0.41829387266	0.374645667946667	0.430769745223667	0.448922218953333	0.273385696444	0.387405089350333	0.23533132872	0.411661725925333	0.41786188215	0.477369118216667	0.45202125142	0.334653754923333	0.369683059036667	0.320855213403	0.49825411472	0.500478547163333	0.367873931746667	0.49182009417	0.38643731552	0.50324897373	0.347089690581333	0.5881258717	0.426135103356667	0.28482668349	0.290818115026667	0.43879197159	0.428003448202	0.525177506966667	0.330743691143333	0.414012887523333	0.378570984805667	0.492539167313333	0.3183628909	0.488012324193333	0.350672024371	0.381907464945333	0.36330580081	0.391056142648	0.683904014466667	0.345455972975333	0.436900227466667	0.377815747796667	0.624551439	0.491063509486667	0.31506404183	0.357843249623333	0.570443864153333	0.391436704434667	0.515892957763333	0.57243039286	0.601374908711333	0.447524348223333	0.259592395426667	0.415961571085767	0.482992951989333	0.521172968403333	0.32241171739	0.550318892843333	0.476870008461333	0.197675332643333	0.211682655603333	0.378829917886667	0.323675176473333	0.523679616216667	0.246947285806667	0.426727747656333	0.46796209714	0.36193185911	0.62665671401	0.417108175563333	0.446915848176667	0.299382872516667	0.377512123304667	0.258644676836667	0.45249272938	0.430905104533333	0.450917621023333	0.457059621141333	0.457567321466	0.403154430676667	0.369269242326667	0.485902362293333	0.485866577323333	0.60829844572	0.4822773001	0.5532556677	0.591197971066667	0.490121674166667	0.26327811391	0.388595228435667	0.36149451632	0.542993748203333	0.336312340181333	0.563530169576667	0.51892346909	0.446883612786	0.649273402	0.455065453586667	0.488546908033333	0.4690114679	0.539096306243333	0.45335421243	0.47264142097	0.574991633423333	0.528792733346667
